TS Product Code,Product Brand Name,Part Name,Part Name Type,Supplier Copy,Toolstation Catalogue Copy,Toolstation Web Copy,Application Method,Colour Family,Colour Name,Content Volume,Coverage,Dilutable,Drying Time,Finish,Interior Or Exterior Use,Liquid Base,Recoat Time,Recommended Number Of Coats,Showerproof Ready,Substrate,Suitable For,Touch Dry
86410,Sandtex,Sandtex Ultra Smooth Masonry Paint 10L,Magnolia,A high quality smooth masonry paint with unique Microseal Technology,,"<lt/>p<gt/>Give your exterior walls the coverage and care they need! Using this Sandtex masonry paint, you'll combine a smooth magnolia finish with weatherproof protection that lasts up to 15 years.<lt/>/p<gt/><lt/>p<gt/>Application with a brush, roller or spray couldn't be easier. It'll be rainproof in one hour and recoatable within four hours, helping you get the job done quicker. Once dry, the paint's enhanced formula protects it against peeling, flaking and dirt too - this professional finish will continue to look its best, for even longer.<lt/>/p<gt/><lt/>p<gt/>This exterior paint really is the perfect protective coating for your home - it's a versatile option suitable for surfaces including breeze blocks, concrete blocks, pebbledash, rendering, roughcast and facing bricks. You can even apply it to masonry door surroundings and masonry window ledges. If it's outside, get it covered with Sandtex!<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 16m² per litre<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or airless spray<lt/>/p<gt/><lt/>p<gt/>• Touch-dry and recoatable in 3-4 hours<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Highly resistant to peeling, cracking and flaking<lt/>/p<gt/><lt/>p<gt/>• Rainproof in 1 hour - no worries about the weather<lt/>/p<gt/><lt/>p<gt/>• Durable - up to 15 years of weatherproof protection<lt/>/p<gt/><lt/>p<gt/>• Dirt-resistant - keeps surfaces looking their best<lt/>/p<gt/><lt/>p<gt/>• Microseal® technology - protects, but lets surface breathe<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 10L tub - total coverage of up to 160m²<lt/>/p<gt/>",Brush;Roller,White,Magnolia,10 l,160 m²,Yes,4 hr,Smooth,Exterior Use,Water,4 hr,2,Yes,Masonry,"External concrete; masonry; stone, brick; block; exterior grade building boards",3 hr
86512,Ronseal,Ronseal 6 Year Anti Mould Paint 2.5L,Matt White,,Stops mould for up to 6 years and leaves a tough finish that can be scrubbed. Resists moisture and steam and can be recoated in 4 hours. Use Ronseal 3 in 1 Mould Killer Spray prior to painting (code 39347).,"<lt/>p<gt/>Stop common mould from growing on your walls and ceilings for up to six years with Ronseal Anti-Mould Paint - it's specially formulated to resist moisture and steam, so it's perfect for surfaces in high-humidity areas such as kitchens or bathrooms.<lt/>/p<gt/><lt/>p<gt/>This 2.5L tin will cover around 13-16m² with two coats - it's touch-dry within two hours, and recoatable in four hours. The extra-tough finish is scrubbable, so walls can be easily wiped clean without worrying about wearing away the paint.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 12m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Touch-dry in just 1-2 hours<lt/>/p<gt/><lt/>p<gt/>• Recoatable in 4 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush or roller<lt/>/p<gt/><lt/>p<gt/>• Suitable for interior walls or ceilings<lt/>/p<gt/><lt/>p<gt/>• Keeps surfaces mould-free for up to six years<lt/>/p<gt/><lt/>p<gt/>• Great for kitchens, bathrooms and high-humidity areas<lt/>/p<gt/><lt/>p<gt/>• Easy to wipe clean - tough and scrubbable finish<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 2.5L tin - total coverage of up to 30m²<lt/>/p<gt/>",Brush;Roller,White,White,2.5 l,30m² (12m²/L),Yes,24 hr,Matt,Interior Use,Water,4 hr,2,No,Plaster,"Interior walls or ceilings of kitchens, bathrooms and high humidity areas",1 hr
86511,Bedec,Bedec Multi Surface Paint,Satin Black 2.5L,,,"<lt/>p<gt/>Need a versatile and reliable paint you can depend on for all kinds of jobs? Make this Bedec Multi-Surface Paint your go-to choice - it's suitable for indoor or outdoor use on a wide variety of surfaces.<lt/>/p<gt/><lt/>p<gt/>Apply this satin black paint directly to wood, plastic, metal, plastic-coated steel, galvanised steel, aluminium, copper, cladding, brick, masonry, fibreglass, terracotta, stone, plaster, MDF, tiles, melamine, UPVC and much more!<lt/>/p<gt/><lt/>p<gt/>With its outstanding flexibility, MSP resists flaking, peeling or cracking. It goes over most other paints and varnishes including weathered tar varnish, bitumen and creosote. This water-based paint is non-yellowing, and cleans up with water.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 12-14m² per litre<lt/>/p<gt/><lt/>p<gt/>• Usually dries in 2-4 hours - recoatable after 4 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• Suitable for interior and exterior use<lt/>/p<gt/><lt/>p<gt/>• No primer or undercoat needed<lt/>/p<gt/><lt/>p<gt/>• Use on wood, MDF, metals, plastics, tiles, radiators and more<lt/>/p<gt/><lt/>p<gt/>• Resistant to flaking, peeling and cracking<lt/>/p<gt/><lt/>p<gt/>• Quick-drying, water-based formula - low VOC<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 2.5L tin - total coverage of up to 35m²<lt/>/p<gt/>",Brush;Roller;Spray,Black,Black,2.5 l,35 m²,Yes,4 hr,Satin,Interior and Exterior,Water,4 hr,2,No,Masonry;Metal;Plaster;Tile;UPVC;Vinyl;Wood,"Indoor or outdoor use on a wide variety of surfaces including wood, MDF, metals, plastics, tiles, radiators and more",2 hr
86551,Ronseal,Ronseal Ultimate Finish Decking Pad Kit,,,"Works with oils, stains and paints. Pads designed with hook and loop backing for easy change over and replacement. Replacement pads available (code 88357). Use with Decking Cleaner (code 58567), (code 91578).",,Decking Pad,,,,,,,,Exterior Use,,,,,Wood,"Applying decking cleaners, oils, stains and paints",
87306,Sadolin,Sadolin Shed & Fence Treatment 5L,Ebony Wood,,,,Brush,Wood,Dark Oak,5 l,,,,,Exterior Use,,,,,Wood,Sheds and Fences,
86982,Cuprinol,Cuprinol Ducksback Shed & Fence Treatment 5L,Harvest Brown,,"An advanced, wax enriched and non-drip formulation, that colours and weatherproofs rough sawn timbers, such as sheds, fences, trellis-work and pergolas for up to 5 years. Quick drying, low odour and safe to use around plants and pets. 5L covers up to 24m² with a single coat.","Cuprinol Ducksback fence paint combines vivid colours with up to five years of weatherproof protection – it’s a simple way to transform fences, sheds, trellises or pergolas into stylish garden features that will stand the test of time.
 Ducksback’s advanced wax-enriched formula repels water and extends the life of all rough-sawn timber. Non-drip application is easy, and it’s quick-drying too – this garden fence paint is showerproof after just one hour, and recoatable in 2-4 hours. 
 Offering coverage of 5m² per litre, the stylish harvest brown colour quickly gets absorbed into the wood for an attractive look that lasts. Natural wood colours are no longer the only option for the garden fence when you choose Cuprinol Ducksback.
 
 • Brown fence paint – a stylish new look for your garden
 • 5L tin – total coverage of up to 25m² per tin
 • Non-drip formula – easy to apply along the grain
 • Drying time of 2-4 hours – showerproof in one hour
 • Requires 2-3 coats – recoat within 2-3 days of previous coat
 • Wax-enriched – repels water for all-weather protection
 • Protection for 5 years – perfect for sheds, fences and more
 • For rough-sawn wood – not recommended for smooth wood",Brush;Spray,Brown,Brown,5 l,25 m²,Yes,2 hr,Matt,Exterior Use,Water,2 hr,2,Yes,Wood,"Rough sawn wood sheds, fences, trellis and pergolas - not recommended for smooth wood",1 hr
87465,Dulux Trade,Dulux Trade Undercoat Paint,Brilliant White 2.5,,"• Excellent opacity
 • Great flow
 • Retains good cling to sharp edges
 • Solvent based
 • Suitable for interior and exterior use",,Brush;Roller,White,White,2.5 l,42.5 m² (17m²/L),No,6 hr,Matt,Interior and Exterior,Solvent,6 hr,1,No,Wood;Metal,Interior and exterior wood and metal surfaces,2 hr
87680,Dulux Trade,Dulux Trade Diamond Satinwood Paint,Pure Brilliant White 2.5L,,"• Tough, durable and non-yellowing
 • Suitable for high traffic areas
 • Stain and grease resistant
 • Water based
 • Suitable for interior use",,Brush;Roller;Spray,White,White,2.5 l,40 m² (16m²/L),No,4 hr,Matt,Interior Use,Water,4 hr,2,No,Plaster,"Walls, Ceilings and Drywall",
87589,Rustins,Rustins Quick Drying MDF Primer Sealer Clear,500ml,,"A quick drying, water based, clear primer/sealer for all grades of MDF. For interior and exterior use. One coat application, can be over coated with paint or varnish. Low odour. Conforms to the Toys (Safety) Regulations 1995, BS EN 71 Part 3. Approx coverage: 6m² per 500ml. Hazard safety codes: Xi, R36.","<lt/>p<gt/>If you're planning on using MDF as part of a project, you'll need to seal it before painting, as moisture can cause the material to distort and swell, especially if it has routed edges. This product does exactly what you expect it to do, it will prime and seal your MDF and is very quick to dry. Use it on jobs like display units and craft projects, particularly in damp or humid settings.<lt/>/p<gt/><lt/>p<gt/>This clear primer and sealer is easy to apply and clean up afterwards as it's water-based. It's also suitable for use indoors and out, and you can use either paint or varnish on top of it after just two hours drying time.<lt/>/p<gt/><lt/>p<gt/>• Quick drying, clear primer and sealer for all grades MDF<lt/>/p<gt/><lt/>p<gt/>• Water based<lt/>/p<gt/><lt/>p<gt/>• Interior and exterior use<lt/>/p<gt/><lt/>p<gt/>• One coat application<lt/>/p<gt/><lt/>p<gt/>• Can be overcoat with paint or varnish<lt/>/p<gt/><lt/>p<gt/>• Approx coverage of 6m² per 500ml<lt/>/p<gt/><lt/>p<gt/>• Low odour<lt/>/p<gt/><lt/>p<gt/>• Hazard safety codes: Xi, R36<lt/>/p<gt/><lt/>p<gt/>• Conforms to the Toys (Safety) Regulations 1995, BS EN 71 Part 3<lt/>/p<gt/><lt/>p<gt/>• Apply at +15-25°C, don't use in temperatures lower than +10°C, or in high humidity conditions<lt/>/p<gt/>",Brush,Clear,Clear,500 ml,12m2/L,No,2 hr,,Interior and Exterior,Water,2 hr,1,No,Wood,"All grades of MDF, can be overcoated with paint or varnish",30 min
88170,Dulux Trade,Dulux Trade Undercoat Paint,White 1L,,"A solvent based undercoat recommended for use with Dulux Trade High Gloss. Provides excellent opacity and a high sheen level. Suitable for use on interior and exterior wood and metal surfaces. Hazard Safety Codes: R10, R21, R40/43, R65/67.","<lt/>p<gt/>Want to bring out the best in your high gloss paint? Applying this Dulux Trade Undercoat first gives you the perfect base - its excellent opacity and high sheen level delivers exceptional gloss retention.<lt/>/p<gt/><lt/>p<gt/>Dulux Trade Undercoat is suitable for any correctly prepared and primed wood or metal surface, both indoors and outdoors. With great flow, it's easy to apply by brush or roller and provides the ideal foundation for a professional job.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 17m² per litre<lt/>/p<gt/><lt/>p<gt/>• Touch-dry in 2-6 hours<lt/>/p<gt/><lt/>p<gt/>• Recoatable in 6-16 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush or roller<lt/>/p<gt/><lt/>p<gt/>• For use on wood and metal surfaces<lt/>/p<gt/><lt/>p<gt/>• Suitable for interior or exterior use<lt/>/p<gt/><lt/>p<gt/>• Excellent opacity and high sheen level<lt/>/p<gt/><lt/>p<gt/>• Brings out the best in Dulux Trade High Gloss<lt/>/p<gt/><lt/>p<gt/>• Solvent-based formula<lt/>/p<gt/><lt/>p<gt/>• Hazard safety codes - R10, R21, R40/43, R65/67<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 1L tin - total coverage of up to 17m²<lt/>/p<gt/>",Brush;Roller,White,White,1 l,17 m² (17m²/L),No,6 hr,Gloss,Interior and Exterior,Solvent,6 hr,1,No,Wood;Metal,Interior and exterior wood and metal surfaces,2 hr
88237,Dulux Trade,Dulux Trade Vinyl Matt Paint,White 5L,,"• Best ever formulation
 • Excellent opacity
 • Tough wipeable finish
 • Water based
 • Suitable for interior use",,Brush;Roller;Spray,White,White,5 l,85 m² (17m²/L),No,2 hr,Matt,Interior Use,Water,2 hr,2,No,Plaster,Interior walls and ceilings,
88357,Ronseal,Ronseal Ultimate Finish Decking Kit Replacement Pads,,,Pack contains 1 x cleaning pad and 1 x coating pad to replace those provided with the Ronseal Ultimate Finish Decking Pad Kit (code 86551).,,Decking Pad,,,,,,,,Exterior Use,,,,,,"Applying decking cleaners, oils, stains and paints",
88326,Cuprinol,Cuprinol Anti-Slip Decking Stain 2.5L,Silver Birch,,"• Long lasting weather protection
 • Anti Slip finish
 • Water based
 • Suitable for exterior use",,Brush;Decking Pad,Grey,Grey,2.5 l,Up to 12m2/L,No,6 hr,Matt,Exterior Use,Water,2 hr,2,No,Wood,Adding colour to decking with an anti slip finish - not suitable for composite,2 hr
88723,Sandtex,Sandtex Ultra Smooth Masonry Paint 10L,Pure Brilliant White,A high quality smooth masonry paint with unique Microseal Technology,"With Microseal technology - extremely durable, breathable, waterproof and dirt resistant. Approx coverage 12-16m² per litre.
 
 Sandtex Microseal Ultra Smooth masonry paint provides ultimate protection thanks to its flexible coating which resists peeling, cracking and flaking. Its dirt resistant properties maintain the coatings aesthetic features, and offers the benefit of being rainproof in 1 hour for convenience of application.
 
 • Resists peeling and flaking
 • Dirt and mould resistant
 • Flexible and durable
 • Rainproof in 1 hour
 • Suitable for use on sound, dry exterior masonry surfaces
 • 10L in a range of attractive colours
 • Up to 16m² / litre coverage dependant on surface texture
 
 Available for branch collection only.","<lt/>p<gt/>Give your exterior walls the coverage and care they need! Using this Sandtex masonry paint, you'll combine a smooth, brilliant white finish with weatherproof protection that lasts up to 15 years.<lt/>/p<gt/><lt/>p<gt/>Application with a brush, roller or spray couldn't be easier. It'll be rainproof in one hour and recoatable within four hours, helping you get the job done quicker. Once dry, the paint's enhanced formula protects it against peeling, flaking and dirt too - this professional finish will continue to look its best, for even longer.<lt/>/p<gt/><lt/>p<gt/>This exterior paint really is the perfect protective coating for your home - it's a versatile option suitable for surfaces including breeze blocks, concrete blocks, pebbledash, rendering, roughcast and facing bricks. You can even apply it to masonry door surroundings and masonry window ledges. If it's outside, get it covered with Sandtex!<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 16m² per litre<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or airless spray<lt/>/p<gt/><lt/>p<gt/>• Touch-dry and recoatable in 3-4 hours<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Highly resistant to peeling, cracking and flaking<lt/>/p<gt/><lt/>p<gt/>• Rainproof in 1 hour - no worries about the weather<lt/>/p<gt/><lt/>p<gt/>• Durable - up to 15 years of weatherproof protection<lt/>/p<gt/><lt/>p<gt/>• Dirt-resistant - keeps surfaces looking their best<lt/>/p<gt/><lt/>p<gt/>• Microseal® technology - protects, but lets surface breathe<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 10L tub - total coverage of up to 160m²<lt/>/p<gt/>",Brush;Roller,White,White,10 l,160 m²,Yes,4 hr,Smooth,Exterior Use,Water,4 hr,2,Yes,Masonry,"External concrete; masonry; stone, brick; block; exterior grade building boards",3 hr
88770,Dulux Trade,Dulux Trade Quick Dry Undercoat Paint,White 5L,,"• Excellent coverage
 • Advanced water based technology
 • Quick drying
 • Water based
 • Suitable for interior use",,Brush;Roller;Spray,White,White,5 l,50 m² (10m²/L),No,4 hr,Gloss,Interior Use,Water,4 hr,2,No,Wood;Metal,"Ferrous Metals, MDF, Wood, Metal, Non-Ferrous Metal",
89321,Sandtex,Sandtex Ultra Smooth Masonry Paint 5L,Mid Stone,A high quality smooth masonry paint with unique Microseal Technology,,"<lt/>p<gt/>Give your exterior walls the coverage and care they need! Using this Sandtex masonry paint, you'll combine a smooth light beige finish with weatherproof protection that lasts up to 15 years.<lt/>/p<gt/><lt/>p<gt/>Application with a brush, roller or spray couldn't be easier. It'll be rainproof in one hour and recoatable within four hours, helping you get the job done quicker. Once dry, the paint's enhanced formula protects it against peeling, flaking and dirt too - this professional finish will continue to look its best, for even longer.<lt/>/p<gt/><lt/>p<gt/>This exterior paint really is the perfect protective coating for your home - it's a versatile option suitable for surfaces including breeze blocks, concrete blocks, pebbledash, rendering, roughcast and facing bricks. You can even apply it to masonry door surroundings and masonry window ledges. If it's outside, get it covered with Sandtex!<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 16m² per litre<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or airless spray<lt/>/p<gt/><lt/>p<gt/>• Touch-dry and recoatable in 3-4 hours<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Highly resistant to peeling, cracking and flaking<lt/>/p<gt/><lt/>p<gt/>• Rainproof in 1 hour - no worries about the weather<lt/>/p<gt/><lt/>p<gt/>• Durable - up to 15 years of weatherproof protection<lt/>/p<gt/><lt/>p<gt/>• Dirt-resistant - keeps surfaces looking their best<lt/>/p<gt/><lt/>p<gt/>• Microseal® technology - protects, but lets surface breathe<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 5L tin - total coverage of up to 80m²<lt/>/p<gt/>",,Mineral,Mid Stone,5 l,16 M2/LITRE,,,Smooth,Exterior Use,,4,,,Masonry,,
